PeterSigmund12;29.11.2018 00:00:00;Finsih IrdaModule Library;d4a73ba;39;22;43
Richard Stock;29.11.2018 00:00:00;Added EnAutomat and changed a lot;e623c92;5;139;5
PeterSigmund12;28.11.2018 00:00:00;Edit IrdaModule.h und IrdaModule.cpp and IrdaModule testapp;0825721;4;166;155
gkoe;28.11.2018 00:00:00;UdpLoggerTarget Test1;302ba7b;28;475;75
Peter Sigmund;28.11.2018 00:00:00;Merge branch 'IRDevkit' into 'master';ddd808c;0;0;0
Peter Sigmund;28.11.2018 00:00:00;Merge branch 'master' into 'IRDevkit';5a466f5;0;0;0
PeterSigmund12;28.11.2018 00:00:00;Remove IRDevkitWPF;62b89ea;18;0;688
PeterSigmund12;28.11.2018 00:00:00;Edit Files;f882d73;3;0;0
Richard Stock;28.11.2018 00:00:00;Computer to Laptop;70c6e7d;0;0;0
Richard Stock;28.11.2018 00:00:00;Changed to Adafruit libary;931b170;4;193;197
Richard Stock;27.11.2018 00:00:00;Major changes.;0273154;2;85;9
Richard Stock;27.11.2018 00:00:00;Little bugs in Classroom;1b16a6a;3;5;8
Richard Stock;27.11.2018 00:00:00;Little Changes;120c6b4;4;30;39
Richard Stock;27.11.2018 00:00:00;Merge branch 'Classroom' into 'master';f28af25;0;0;0
Richard Stock;27.11.2018 00:00:00;Found a bug in HTTPServer also finished classroom.;6f294ba;0;0;0
Richard Stock;27.11.2018 00:00:00;Init for classroom;10bd4c7;7;262;0
Richard Stock;26.11.2018 00:00:00;New TSL libary and changed something in TSL2561;358e566;6;723;5
PeterSigmund12;26.11.2018 00:00:00;Edit IrdaModule;5a525c3;10;24;12
Richard Stock;26.11.2018 00:00:00;Added Adafruit libary also started to implement TSL;c649971;11;997;0
Richard Stock;26.11.2018 00:00:00;Changed some in LED.;fb9f22a;3;23;10
Richard Stock;26.11.2018 00:00:00;Init and added the adafruit.;27ea01c;11;2706;0
Richard Stock;26.11.2018 00:00:00;#27 Beeper works but Readme is missing.;6ea8d56;9;262;0
Richard Stock;25.11.2018 00:00:00;First Changes;642326c;9;379;0
PeterSigmund12;25.11.2018 00:00:00;Finsih first Version of IrdaModuleSend;9408745;13;291;19
Richard Stock;25.11.2018 00:00:00;Merge branch 'UdpLogger' into 'master';f338dc2;0;0;0
Richard Stock;25.11.2018 00:00:00;Updated the Readme also added some images;693e533;5;9;4
Richard Stock;25.11.2018 00:00:00;Changed some styling;6dcb7cd;2;3;3
Richard Stock;25.11.2018 00:00:00;Fixed a bug and all working now fine.;5691c66;4;22;35
Richard Stock;24.11.2018 00:00:00;Save now working in Wpf Client;ec96605;7;33;19
Richard Stock;23.11.2018 00:00:00;Changed UdpLogger and sth in WPF style.;42daad6;8;50;17
PeterSigmund12;22.11.2018 00:00:00;Add Files;10471b9;4;0;0
Richard Stock;22.11.2018 00:00:00;Changed the File and changed the UI.;115ad40;7;80;4
gkoe;21.11.2018 00:00:00;Mhz14a ├╝berarbeitet;8e2cc29;3;61;26
gkoe;21.11.2018 00:00:00;PIR Dokumentation ├╝berarbeitet;881dfb1;3;10;13
Richard Stock;19.11.2018 00:00:00;Changed the UI as well you get the path now.;2af6c1d;4;18;0
Richard Stock;19.11.2018 00:00:00;Added first part of udpclient;8dadf7e;20;586;96
Richard Stock;17.11.2018 00:00:00;Fixed a bug in MqttClient also a little one in UdpLogger;dff7e18;5;12;13
Richard Stock;13.11.2018 00:00:00;UdpLogger with ThingConfig;3939421;2;22;4
Richard Stock;13.11.2018 00:00:00;Fixed a bug in HttpServer;f9faab3;3;4;3
Richard Stock;13.11.2018 00:00:00;Deleted a Test;be547c0;7;0;200
Richard Stock;13.11.2018 00:00:00;Fixed Bug in MqttClient and UdpLogger Test;91d4240;16;235;53
Peter Sigmund;13.11.2018 00:00:00;Merge branch 'PIR' into 'master';7b58834;0;0;0
Peter Sigmund;13.11.2018 00:00:00;Merge branch 'master' into 'PIR';ef25542;0;0;0
PeterSigmund12;13.11.2018 00:00:00;Edit PIR-readme -- Add img;eb86e59;0;0;0
PeterSigmund12;13.11.2018 00:00:00;Edit PIR-readme -- Add img;0ea5543;0;0;0
PeterSigmund12;13.11.2018 00:00:00;Edit PIR-readme -- Add img;458a20e;11;122;17
PeterSigmund12;13.11.2018 00:00:00;Finish PIR-readme;f29eade;10;117;17
PeterSigmund12;13.11.2018 00:00:00;Add files;ea2dfbd;0;0;0
Richard Stock;12.11.2018 00:00:00;Changed MqttClient and UdpLogger;0ca1fc6;4;31;6
PeterSigmund12;12.11.2018 00:00:00;Add Show all available Buttons;c76e193;6;9;0
Richard Stock;12.11.2018 00:00:00;Merge branch 'master' into '2Core';3382fca;0;0;0
Richard Stock;12.11.2018 00:00:00;Merge branch 'master' into 'BLE';fc71279;0;0;0
Richard Stock;12.11.2018 00:00:00;Merge branch 'BLE' into 'master';a708945;0;0;0
Richard Stock;12.11.2018 00:00:00;Merge branch '2Core' into 'master';51c0f94;0;0;0
Peter Sigmund;12.11.2018 00:00:00;Merge branch 'Mhz14' into 'master';361df52;0;0;0
PeterSigmund12;12.11.2018 00:00:00;Add Mhz14a.h and Mhz14a.cpp;7e559bb;2;11;0
Peter Sigmund;12.11.2018 00:00:00;Merge branch 'Mhz14' into 'master';f9a4198;0;0;0
PeterSigmund12;12.11.2018 00:00:00;Edit readme for Mhz14a Library;07c19b6;0;0;0
PeterSigmund12;12.11.2018 00:00:00;Add readme for Mhz14a Library;326356c;2;69;0
PeterSigmund12;12.11.2018 00:00:00;Finish Mhz14a Library with testapp;4eb2f5d;0;0;0
gkoe;10.11.2018 00:00:00;bugfixing und logger in StandardApp;41de523;6;45;20
gkoe;10.11.2018 00:00:00;Logger und UdpLoggerTarget ├╝berarbeitet;47820c4;35;864;89
gkoe;06.11.2018 00:00:00;mhz14 test;0b356de;22;228;0
Richard Stock;05.11.2018 00:00:00;Merge branch 'Logger' into 'master';c5a70f2;0;0;0
Richard Stock;05.11.2018 00:00:00;Changed UdpLogger Test;b338e74;0;0;0
Richard Stock;05.11.2018 00:00:00;Changed Logger;e6f2e88;2;5;3
Richard Stock;05.11.2018 00:00:00;Changed Logger ReadMe;fa24c56;5;52;49
PeterSigmund12;05.11.2018 00:00:00;Changes in PirTest;89eff01;0;0;0
Richard Stock;05.11.2018 00:00:00;Changed the Test;8dc899c;0;0;0
PeterSigmund12;05.11.2018 00:00:00;Changes in Mhz14Test;001f05a;0;0;0
PeterSigmund12;05.11.2018 00:00:00;Changed Files;b352a47;2;0;0
